Day,Flow
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,862
264,862
264,862
264,862
264,2080
264,2080
264,2080
264,2080
264,2080
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,2210
264,862
264,862
264,2210
264,2210
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,715
265,715
265,715
265,715
265,715
265,715
265,715
265,1580
265,715
265,1580
265,1580
265,771
265,685
265,685
265,685
265,685
265,685
265,685
265,685
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,1580
265,715
265,3400
265,715
265,3400
265,771
265,771
265,771
265,771
265,771
265,771
265,771
265,3400
265,771
265,771
265,771
265,771
265,771
265,685
265,771
265,771
265,771
265,771
265,771
265,3400
265,3400
265,3400
265,771
265,771
265,673
265,673
265,673
265,673
265,673
265,673
265,673
265,673
265,673
265,1300
265,673
266,1290
266,1290
266,1290
266,1290
266,1290
266,1290
266,1290
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1290
266,1030
266,1290
266,1290
266,1290
266,1290
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1030
266,1290
266,1290
266,1290
266,1290
266,1290
266,1290
266,1290
266,1290
266,1030
266,1030
266,1740
266,1740
266,1740
266,1740
266,618
266,618
266,618
266,618
266,618
266,618
266,618
266,618
266,618
266,1740
266,1740
266,618
267,1090
267,1090
267,1090
267,1090
267,1090
267,1090
267,1090
267,1090
267,1090
267,1280
267,1280
267,1280
267,1090
267,1280
267,1280
267,803
267,1280
267,803
267,803
267,803
267,803
267,803
267,803
267,803
267,803
267,1110
267,1110
267,1110
267,1110
267,803
267,1280
267,1280
267,1280
267,1280
267,1280
267,556
267,556
267,556
267,556
267,556
267,556
267,556
267,556
267,556
267,556
267,1280
267,1040
267,1040
267,1040
267,1280
267,1280
267,1280
267,1280
267,1280
267,1280
267,1280
267,1040
267,1110
267,1280
268,669
268,4400
268,4400
268,4400
268,669
268,669
268,669
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,669
268,823
268,823
268,823
268,823
268,4400
268,669
268,669
268,669
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,1080
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,669
268,1080
268,1080
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,338
268,4400
268,669
268,669
268,669
268,4400
268,1080
268,4400
268,4400
268,1080
268,1080
268,1080
268,1080
268,1080
268,1080
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
268,4400
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,712
269,712
269,712
269,712
269,712
269,712
269,712
269,712
269,712
269,712
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,1410
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,5880
269,5880
269,1410
269,1410
269,1410
269,1410
269,1410
269,5880
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,5880
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,875
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,1410
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,1340
269,1340
269,1340
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
269,5880
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,7380
270,1500
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,1500
270,7380
270,1410
270,1410
270,1410
270,7380
270,7380
270,7380
270,1410
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,1410
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,1500
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,7380
270,1500
270,7380
270,1500
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,639
270,1500
270,639
270,639
270,639
270,639
270,1500
270,912
270,912
270,912
270,912
270,639
270,912
270,1410
270,1410
270,1410
270,912
270,1410
270,639
270,1410
270,639
270,639
270,639
270,639
270,7380
270,639
270,639
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,593
271,6100
271,593
271,593
271,593
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,593
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,6100
271,593
271,6100
271,593
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,1150
271,593
271,1150
271,593
271,1150
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
271,593
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,560
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,560
272,560
272,560
272,560
272,560
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,14700
272,1560
272,14700
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,560
272,1000
272,1000
272,1000
272,1000
272,1000
272,560
272,560
272,560
272,560
272,560
272,560
272,14700
272,560
272,560
272,14700
272,14700
272,14700
272,560
272,560
272,560
272,560
272,560
272,1560
272,1560
272,1560
272,1560
272,1560
272,560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,1560
272,560
272,1560
272,560
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,1710
273,1710
273,17900
273,1710
273,1710
273,17900
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,535
273,1710
273,535
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,535
273,17900
273,17900
273,17900
273,17900
273,17900
273,535
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,535
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
273,17900
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,781
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,781
274,781
274,2100
274,2100
274,2100
274,2100
274,2100
274,2100
274,431
274,2100
274,2100
274,2100
274,431
274,781
274,431
274,431
274,431
274,431
274,2100
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,586
274,586
274,586
274,586
274,586
274,586
274,431
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,586
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,781
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,781
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
274,431
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,1510
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,450
275,1510
275,1510
275,1510
275,1510
275,1510
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,1680
275,1680
275,1680
275,1680
275,1680
275,1510
275,1510
275,1510
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,1680
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,1510
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,11000
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,1680
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,11000
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
275,4990
